Date,Location,Maxium-Temperature,Precipitation,Average-Temperature,Minimum-Temperature
09.01.2015,Sydney,35.2,0,27,18.8
10.01.2015,Sydney,34.4,0,26.9,19.3
11.01.2015,Sydney,19.6,0,19,18.3
12.01.2015,Sydney,23.6,3.5,20.1,16.6
13.01.2015,Sydney,29.2,8.6,24.6,20
14.01.2015,Sydney,30.5,2.3,24,17.5
15.01.2015,Sydney,29.5,1.4,22.2,14.8
16.01.2015,Sydney,31.5,0.2,23.5,15.5
17.01.2015,Sydney,31.8,2,23.9,16
18.01.2015,Sydney,30.3,6.5,23.5,16.6
19.01.2015,Sydney,18.5,0.2,17.2,15.8
20.01.2015,Sydney,24.1,14,20.3,16.4
21.01.2015,Sydney,25.9,45.6,20.8,15.7
22.01.2015,Sydney,28.1,7.4,22.5,16.9
23.01.2015,Sydney,30.8,0.2,24.3,17.7
24.01.2015,Sydney,31.4,0.1,25,18.6
25.01.2015,Sydney,34.1,0,25.6,17.1
26.01.2015,Sydney,17.4,6.4,16.7,15.9
27.01.2015,Sydney,17.6,2.1,16.3,15
28.01.2015,Sydney,19,0.1,16,13
29.01.2015,Sydney,21.9,5.1,16.5,11.2
30.01.2015,Sydney,25.5,0.6,18.2,10.8
31.01.2015,Sydney,28.1,0,20.5,12.9
01.02.2015,Sydney,25.6,0,20.5,15.3
02.02.2015,Sydney,22.3,0,18.9,15.4
03.02.2015,Sydney,23.3,1.2,17.1,10.8
04.02.2015,Sydney,23.4,0.5,18.9,14.3
05.02.2015,Sydney,23.7,0,19,14.2
06.02.2015,Sydney,24.9,12.6,18.7,12.5
07.02.2015,Sydney,30.3,2.7,22.5,14.7
08.02.2015,Sydney,33.9,3.7,25.1,16.3
09.02.2015,Sydney,26,2,22.5,19
10.02.2015,Sydney,28,0,21.8,15.5
11.02.2015,Sydney,28.4,0,20.7,13
12.02.2015,Sydney,28.6,0.2,23.1,17.6
13.02.2015,Sydney,26.2,1.5,20.4,14.5
14.02.2015,Sydney,28,5.1,21.6,15.2
15.02.2015,Sydney,30.4,4.2,22.6,14.8
16.02.2015,Sydney,29.3,3.5,21.9,14.4
17.02.2015,Sydney,28.7,0.3,21.4,14.1
18.02.2015,Sydney,28,1.3,21,14
19.02.2015,Sydney,26.9,4.5,20.5,14.1
20.02.2015,Sydney,27,4.2,22.5,17.9
21.02.2015,Sydney,23.6,0.1,20.4,17.1
22.02.2015,Sydney,25.9,0,20.4,14.9
23.02.2015,Sydney,27.4,7.3,21.5,15.7
24.02.2015,Sydney,23.8,0,20.2,16.6
25.02.2015,Sydney,21,0,18.9,16.7
26.02.2015,Sydney,26.8,0,21.3,15.8
27.02.2015,Sydney,26.9,0,20.8,14.6
28.02.2015,Sydney,30.7,0,24.3,17.8
01.03.2015,Sydney,35.9,0,24.9,13.9
02.03.2015,Sydney,23.7,0.2,17.8,11.8
03.03.2015,Sydney,28.3,0,21.7,15.1
04.03.2015,Sydney,29.7,0.1,22.9,16
05.03.2015,Sydney,26.6,8.6,19,11.4
06.03.2015,Sydney,27.2,10.3,19.7,12.1
07.03.2015,Sydney,27.4,1.3,21,14.5
08.03.2015,Sydney,29.3,0,21.5,13.6
09.03.2015,Sydney,32.2,1.3,23.7,15.2
10.03.2015,Sydney,27.4,0,21,14.6
11.03.2015,Sydney,31.5,0,23.5,15.4
12.03.2015,Sydney,30.4,0.4,23,15.7
13.03.2015,Sydney,18.8,0,15.6,12.4
14.03.2015,Sydney,24.7,3.4,19.1,13.4
15.03.2015,Sydney,21,2.5,17.1,13.1
16.03.2015,Sydney,22.3,1.4,16.3,10.2
17.03.2015,Sydney,24.6,0.2,19.5,14.4
18.03.2015,Sydney,30,14.8,21.9,13.8
19.03.2015,Sydney,31.2,0.1,24.1,17
20.03.2015,Sydney,34.5,0,24.8,15.1
21.03.2015,Sydney,19.1,0,17.7,16.3
22.03.2015,Sydney,23.1,0,19.7,16.3
23.03.2015,Sydney,28.2,0.2,22,15.7
24.03.2015,Sydney,25.8,5.9,19.9,13.9
25.03.2015,Sydney,22.3,7,17.7,13.1
26.03.2015,Sydney,25.4,0,16.3,7.1
27.03.2015,Sydney,23.9,3,16.5,9.2
28.03.2015,Sydney,22.8,26.9,16.3,9.8
29.03.2015,Sydney,25.1,17.4,18.5,11.9
30.03.2015,Sydney,23.6,0.5,17.7,11.7
31.03.2015,Sydney,22.3,5.1,17.4,12.5
01.04.2015,Sydney,25.3,3.4,20,14.6
02.04.2015,Sydney,29.3,0,22.2,15
03.04.2015,Sydney,16.7,0.1,16.1,15.4
04.04.2015,Sydney,17.8,2.6,15.3,12.7
05.04.2015,Sydney,24.1,0.2,17.9,11.7
06.04.2015,Sydney,25,0.8,18.1,11.2
07.04.2015,Sydney,21.2,0,15.2,9.1
08.04.2015,Sydney,18.3,0,15,11.7
09.04.2015,Sydney,20.2,7.7,15.7,11.2
10.04.2015,Sydney,19.5,5.2,16.1,12.6
11.04.2015,Sydney,22.4,2.5,17,11.7
12.04.2015,Sydney,22.4,5.2,17,11.6
13.04.2015,Sydney,19.2,10.1,13.6,7.9
14.04.2015,Sydney,21.9,89.1,15.9,9.8
15.04.2015,Sydney,26.1,65.1,20.1,14
16.04.2015,Sydney,30.9,25.9,24.2,17.4
17.04.2015,Sydney,23.2,0.2,19.6,15.9
18.04.2015,Sydney,26.8,0,21.1,15.4
19.04.2015,Sydney,21.6,9.7,16.2,10.8
20.04.2015,Sydney,14,0.8,13.1,12.2
21.04.2015,Sydney,14.7,0.2,13.1,11.5
22.04.2015,Sydney,17.7,0,14.4,11.1
23.04.2015,Sydney,21.6,5.3,16.7,11.7
24.04.2015,Sydney,22.8,8.7,17.2,11.6
25.04.2015,Sydney,23.1,8.4,16.8,10.4
26.04.2015,Sydney,17.1,20.7,13.5,9.9
27.04.2015,Sydney,17.6,2.4,12.3,6.9
28.04.2015,Sydney,18.1,0.3,13.5,8.9
29.04.2015,Sydney,16.4,0,13.9,11.4
30.04.2015,Sydney,16.5,0,14.7,12.9
01.05.2015,Sydney,18.5,0,16.3,14
02.05.2015,Sydney,19.7,0,18.3,16.8
03.05.2015,Sydney,18,0,16.6,15.1
04.05.2015,Sydney,20.5,0.2,16.6,12.6
05.05.2015,Sydney,23.8,0,16.3,8.7
06.05.2015,Sydney,17.4,0,12.1,6.8
07.05.2015,Sydney,17.3,0.5,12.5,7.6
08.05.2015,Sydney,18.4,0,12.7,7
09.05.2015,Sydney,18.7,0.5,12.7,6.7
10.05.2015,Sydney,18.4,0.5,15.3,12.1
11.05.2015,Sydney,17.6,0,13.6,9.5
12.05.2015,Sydney,19.3,0.3,13.6,7.8
13.05.2015,Sydney,14,4.2,9.9,5.7
14.05.2015,Sydney,16.1,0.9,11.7,7.3
15.05.2015,Sydney,18,3.4,13.7,9.3
16.05.2015,Sydney,17.2,12.2,12.6,7.9
17.05.2015,Sydney,17.3,0.1,12,6.6
18.05.2015,Sydney,18.5,0,13.5,8.5
19.05.2015,Sydney,19.2,0.1,15.9,12.5
20.05.2015,Sydney,23.3,0,17.2,11
21.05.2015,Sydney,20.1,0,15.1,10.1
22.05.2015,Sydney,12.7,0.6,10.6,8.5
23.05.2015,Sydney,15.9,0.2,10.3,4.7
24.05.2015,Sydney,18.1,1.4,11.5,4.9
25.05.2015,Sydney,18.6,0.3,11.9,5.1
26.05.2015,Sydney,16.9,0,11.6,6.4
27.05.2015,Sydney,19.9,0,13.9,7.8
28.05.2015,Sydney,20.6,0,16.2,11.7
29.05.2015,Sydney,20.1,1.4,15,9.8
30.05.2015,Sydney,17.9,0.2,13.7,9.4
31.05.2015,Sydney,17,0,12.3,7.5
01.06.2015,Sydney,12.9,0,8,3.1
02.06.2015,Sydney,13.4,0,8,2.5
03.06.2015,Sydney,15.6,0.3,9.3,2.9
04.06.2015,Sydney,16,1.3,10.1,4.1
05.06.2015,Sydney,14,0.4,9.6,5.2
06.06.2015,Sydney,18.7,0,12.3,5.8
07.06.2015,Sydney,19.4,0.1,14,8.5
08.06.2015,Sydney,20,0.1,15.3,10.5
09.06.2015,Sydney,20.3,3.4,14.2,8
10.06.2015,Sydney,13.4,10.1,10.2,6.9
11.06.2015,Sydney,16.8,3.8,11.3,5.8
12.06.2015,Sydney,17.9,21.8,12,6.2
13.06.2015,Sydney,18.7,1.3,12.5,6.2
14.06.2015,Sydney,17.9,0.1,12.3,6.6
15.06.2015,Sydney,16.5,0.4,14.3,12.1
16.06.2015,Sydney,13.8,0,12.3,10.8
17.06.2015,Sydney,15.4,0,12.5,9.5
18.06.2015,Sydney,14.4,0.2,11.1,7.7
19.06.2015,Sydney,10.9,2.7,7.4,3.9
20.06.2015,Sydney,13.4,0,8.7,4
21.06.2015,Sydney,12.8,0,8.3,3.8
22.06.2015,Sydney,16,0.1,10.3,4.5
23.06.2015,Sydney,16.5,0,12,7.5
24.06.2015,Sydney,18.7,0.2,14.6,10.5
25.06.2015,Sydney,16.9,0,12.3,7.6
26.06.2015,Sydney,16.5,0,11.2,5.9
27.06.2015,Sydney,17.2,0,10.2,3.1
28.06.2015,Sydney,15,0,10.9,6.8
29.06.2015,Sydney,14.5,0,10.3,6
30.06.2015,Sydney,15.9,0,10.9,5.9
01.07.2015,Sydney,15.1,0.4,9.2,3.2
02.07.2015,Sydney,13.8,0,8.6,3.4
03.07.2015,Sydney,13.7,0,7.3,0.9
04.07.2015,Sydney,14.3,2.6,7.9,1.5
05.07.2015,Sydney,16.8,6.4,9.9,3
06.07.2015,Sydney,14.1,0.4,9.8,5.4
07.07.2015,Sydney,13.2,0.6,8.3,3.3
08.07.2015,Sydney,13.1,0,8.2,3.2
09.07.2015,Sydney,15.2,0.2,9.4,3.6
10.07.2015,Sydney,14.5,5.9,10.1,5.6
11.07.2015,Sydney,16.4,2.6,11,5.6
12.07.2015,Sydney,11.3,0.2,8.7,6.1
13.07.2015,Sydney,13.8,0.4,10.4,6.9
14.07.2015,Sydney,12.6,0.2,7.3,1.9
15.07.2015,Sydney,14.8,0,8,1.2
16.07.2015,Sydney,11.7,0.3,7.4,3
17.07.2015,Sydney,10.8,0.1,7.6,4.3
18.07.2015,Sydney,12.2,0.2,8.8,5.3
19.07.2015,Sydney,13.2,0,8.8,4.4
20.07.2015,Sydney,15.3,0,9.5,3.7
21.07.2015,Sydney,16.8,0,11.4,5.9
22.07.2015,Sydney,16.5,0,11.9,7.3
23.07.2015,Sydney,18.1,0,12.3,6.4
24.07.2015,Sydney,18.5,0,12.8,7
25.07.2015,Sydney,17.6,0,12.1,6.6
26.07.2015,Sydney,18,0,11.2,4.3
27.07.2015,Sydney,12.4,0.1,7.8,3.2
28.07.2015,Sydney,15.7,0,9,2.3
29.07.2015,Sydney,16.3,0,10.4,4.4
30.07.2015,Sydney,17.2,0.1,11.1,5.1
31.07.2015,Sydney,19.3,0,12.3,5.2
01.08.2015,Sydney,21,0,14.9,8.7
02.08.2015,Sydney,23.1,0,13.9,4.7
03.08.2015,Sydney,15.4,0,9.8,4.2
04.08.2015,Sydney,11.9,0,6.7,1.5
05.08.2015,Sydney,13.1,0,8.3,3.5
06.08.2015,Sydney,13.9,0.7,8.7,3.5
07.08.2015,Sydney,16.1,0,9.2,2.3
08.08.2015,Sydney,15.2,0,9.2,3.2
09.08.2015,Sydney,16.8,0,11,5.2
10.08.2015,Sydney,18.4,0.3,11.8,5.1
11.08.2015,Sydney,18.4,0,10.5,2.5
12.08.2015,Sydney,14.6,0,11,7.4
13.08.2015,Sydney,16.6,0,10.2,3.8
14.08.2015,Sydney,18,0,11.2,4.4
15.08.2015,Sydney,17.9,0,11.5,5.2
16.08.2015,Sydney,20.3,0,13.3,6.3
17.08.2015,Sydney,18.3,4.5,11.1,3.9
18.08.2015,Sydney,15.1,27.5,8,0.9
19.08.2015,Sydney,17.2,8.7,9.8,2.4
20.08.2015,Sydney,20.2,2.4,12,3.7
21.08.2015,Sydney,21.9,0.3,15.4,8.8
22.08.2015,Sydney,26.2,0.1,19.8,13.3
23.08.2015,Sydney,22.3,0,16.1,9.8
24.08.2015,Sydney,14.9,0,13.4,11.8
25.08.2015,Sydney,15.2,1,12.5,9.7
26.08.2015,Sydney,16,0,12.3,8.5
27.08.2015,Sydney,18.1,3.1,13.4,8.7
28.08.2015,Sydney,17.8,1,11.9,6
29.08.2015,Sydney,18.2,0.6,10.7,3.2
30.08.2015,Sydney,16.9,1.2,11.9,6.8
31.08.2015,Sydney,17.9,2.3,11.3,4.7
01.09.2015,Sydney,18.3,0.5,10.6,2.8
02.09.2015,Sydney,19.9,0,13.4,6.8
03.09.2015,Sydney,17.2,0,14.3,11.3
04.09.2015,Sydney,17.1,0,12.4,7.7
05.09.2015,Sydney,21,0,15.9,10.7
06.09.2015,Sydney,17.6,0,11.9,6.1
07.09.2015,Sydney,21.3,0,13.2,5
08.09.2015,Sydney,17.2,0,11.9,6.6
09.09.2015,Sydney,19.2,0,12.4,5.5
10.09.2015,Sydney,18.1,0,13.1,8
11.09.2015,Sydney,22.4,3.5,15.1,7.7
12.09.2015,Sydney,25.3,1,16.9,8.5
13.09.2015,Sydney,24.4,3.4,15.9,7.3
14.09.2015,Sydney,25.2,0.5,17.7,10.1
15.09.2015,Sydney,26.7,0.4,17,7.3
16.09.2015,Sydney,22.7,0.2,14.4,6.1
17.09.2015,Sydney,19,0.5,14.1,9.1
18.09.2015,Sydney,19.2,4.7,14.4,9.6
19.09.2015,Sydney,18.9,2.2,12.9,6.9
20.09.2015,Sydney,20.4,0.9,13.2,5.9
21.09.2015,Sydney,24.6,0.1,17.3,9.9
22.09.2015,Sydney,17.5,0,11.9,6.3
23.09.2015,Sydney,14.9,0,10.5,6
24.09.2015,Sydney,13.9,0.3,11.3,8.7
25.09.2015,Sydney,13.4,0,11.4,9.4
26.09.2015,Sydney,16.3,0,12.6,8.9
27.09.2015,Sydney,18.7,0,12.8,6.8
28.09.2015,Sydney,22.7,0,15.1,7.4
29.09.2015,Sydney,25.6,0,18,10.4
30.09.2015,Sydney,23.8,0,17.6,11.4
01.10.2015,Sydney,28,0.2,19.5,10.9
02.10.2015,Sydney,26.8,0.1,18.4,10
03.10.2015,Sydney,31.7,0.6,23.7,15.6
04.10.2015,Sydney,33.1,0.8,23.9,14.6
05.10.2015,Sydney,36.4,5.7,24.9,13.3
06.10.2015,Sydney,35.4,1,24.7,14
07.10.2015,Sydney,18,2.3,14.3,10.6
08.10.2015,Sydney,22.1,0,15.5,8.8
09.10.2015,Sydney,26.1,0,17.7,9.3
10.10.2015,Sydney,28,0,18.2,8.4
11.10.2015,Sydney,29.5,1,22.3,15
12.10.2015,Sydney,30.7,0.2,21.5,12.3
13.10.2015,Sydney,22.9,0.6,17,11
14.10.2015,Sydney,25.2,1.8,17.5,9.8
15.10.2015,Sydney,31.2,2.6,21.5,11.8
16.10.2015,Sydney,34.8,10.9,24,13.2
17.10.2015,Sydney,31.3,0,23.7,16.1
18.10.2015,Sydney,23.8,0,18.1,12.3
19.10.2015,Sydney,29.6,0,21.5,13.3
20.10.2015,Sydney,31.9,9.2,24,16.2
21.10.2015,Sydney,30.2,0.6,22.6,14.9
22.10.2015,Sydney,20.2,0,16.7,13.2
23.10.2015,Sydney,21.9,0,14.3,6.7
24.10.2015,Sydney,26.4,0,17.4,8.4
25.10.2015,Sydney,29.7,1.3,22.1,14.4
26.10.2015,Sydney,30.1,15.8,21.4,12.6
27.10.2015,Sydney,16.9,0.6,13.2,9.4
28.10.2015,Sydney,21.4,5.8,13.7,5.9
29.10.2015,Sydney,22.8,19,14.7,6.5
30.10.2015,Sydney,24.5,11,17.8,11
31.10.2015,Sydney,26,6.7,18.6,11.2
01.11.2015,Sydney,30.4,3.3,23.8,17.2
02.11.2015,Sydney,28.9,0.2,22.8,16.7
03.11.2015,Sydney,17.7,0,16.4,15.1
04.11.2015,Sydney,18.1,0.2,16.7,15.2
05.11.2015,Sydney,24.5,1.5,20.4,16.3
06.11.2015,Sydney,27.5,6.5,20.2,12.9
07.11.2015,Sydney,28.4,18.1,20.2,12
08.11.2015,Sydney,22.8,21,16,9.1
09.11.2015,Sydney,26.5,3.5,18.4,10.2
10.11.2015,Sydney,28.9,0,22.2,15.5
11.11.2015,Sydney,23.4,0,17.5,11.7
12.11.2015,Sydney,28.9,0,21.7,14.5
13.11.2015,Sydney,30.6,0,23.1,15.6
14.11.2015,Sydney,17.8,0,15.8,13.7
15.11.2015,Sydney,19.1,0.1,14.6,10
16.11.2015,Sydney,24.5,0,16.6,8.7
17.11.2015,Sydney,30.5,0,22.3,14.1
18.11.2015,Sydney,34.8,0,24.3,13.7
19.11.2015,Sydney,38.5,0,28,17.5
20.11.2015,Sydney,39.7,0,27.7,15.6
21.11.2015,Sydney,21.6,0.1,18.2,14.8
22.11.2015,Sydney,27.4,1.5,20,12.7
23.11.2015,Sydney,29.7,0.8,22.8,15.9
24.11.2015,Sydney,29.9,0,21.2,12.4
25.11.2015,Sydney,34,0.1,25.8,17.6
26.11.2015,Sydney,34.8,0.1,23,11.1
27.11.2015,Sydney,21.2,0,17.2,13.1
28.11.2015,Sydney,24.5,0,20.6,16.7
29.11.2015,Sydney,30.1,0,20.9,11.7
30.11.2015,Sydney,33,0,24.4,15.8
01.12.2015,Sydney,36.6,0,26.8,16.9
02.12.2015,Sydney,25,2.5,17.9,10.8
03.12.2015,Sydney,20.4,5.3,13.8,7.1
04.12.2015,Sydney,24.5,2,16,7.5
05.12.2015,Sydney,28,0,18.6,9.1
06.12.2015,Sydney,29.9,0.1,20.1,10.3
07.12.2015,Sydney,26.8,0,20,13.1
08.12.2015,Sydney,32,0.4,25.2,18.3
09.12.2015,Sydney,36.4,1.9,26,15.5
10.12.2015,Sydney,33.3,12.2,23.9,14.5
11.12.2015,Sydney,33.2,0,21.7,10.2
12.12.2015,Sydney,23.6,0,19.3,14.9
13.12.2015,Sydney,31.8,0,21.9,12
14.12.2015,Sydney,33.2,0,22.2,11.2
15.12.2015,Sydney,32.1,28.2,24.6,17.1
16.12.2015,Sydney,26.5,25,20.1,13.6
17.12.2015,Sydney,30.3,2,22.2,14
18.12.2015,Sydney,34.7,1,25.4,16
19.12.2015,Sydney,35.4,0.3,24.4,13.4
20.12.2015,Sydney,37.1,5.7,27.9,18.6
21.12.2015,Sydney,32,0.8,23.7,15.4
22.12.2015,Sydney,17.8,0.4,16.9,16
23.12.2015,Sydney,21.9,0,17.2,12.4
24.12.2015,Sydney,23.5,0,18.2,12.9
25.12.2015,Sydney,26.6,0,20.2,13.8
26.12.2015,Sydney,30.2,,22.4,14.5
27.12.2015,Sydney,20.7,,16.3,11.9
28.12.2015,Sydney,20.4,,16.2,11.9
29.12.2015,Sydney,24.6,,16.9,9.2
30.12.2015,Sydney,26.3,,18.2,10
31.12.2015,Sydney,28.3,,18.9,9.5
